Adduct,AllGroups,Analog:Adduct,Analog:Compound_Name,Analog:Compound_Source,Analog:Data_Collector,Analog:GNPSLibraryURL,Analog:IIN Best Ion=Library Adduct,Analog:INCHI,Analog:Instrument,Analog:Ion_Source,Analog:IonMode,Analog:Library_Class,Analog:MassDiff,Analog:MQScore,Analog:MZErrorPPM,Analog:PI,Analog:SharedPeaks,Analog:Smiles,Analog:SpectrumID,Analog:tags,Annotated Adduct Features ID,ATTRIBUTE_control,ATTRIBUTE_culture,ATTRIBUTE_media,ATTRIBUTE_number,ATTRIBUTE_sample,Best Ion,charge,ClassyFire#all classifications,ClassyFire#class,ClassyFire#class Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#superclass,ClassyFire#superclass probability,cluster index,componentindex,Compound_Name,Compound_Source,Correlated Features Group ID,Data_Collector,DefaultGroups,featureId,G1,G2,G3,G4,G5,G6,GNPSGROUP:1,GNPSGROUP:1910,GNPSGROUP:19197,GNPSGROUP:2,GNPSGROUP:3,GNPSGROUP:7806,GNPSGROUP:A,GNPSGROUP:blank,GNPSGROUP:control,GNPSGROUP:N,GNPSGROUP:spentmedia,GNPSGROUP:U,GNPSLibraryURL,GNPSLinkout_Cluster,GNPSLinkout_Network,id,IIN Best Ion=Library Adduct,INCHI,Instrument,Ion_Source,IonMode,LE-197_1-U2,LE19-10_1-A1,LE19-10_1-A2,LE19-10_1-A3,LE19-10_1-N1,LE19-10_1-N2,LE19-10_1-N3,LE19-10_1-U1,LE19-10_1-U2,LE19-10_1-U3,LE19-197_1-A1,LE19-197_1-A2,LE19-197_1-A3,LE19-197_1-N1,LE19-197_1-N2,LE19-197_1-N3,LE19-197_1-U1,LE19-197_1-U3,Library_Class,MassDiff,molecularFormula,MQScore,MZErrorPPM,name,neutral M mass,NODE_TYPE,NPC#class,NPC#class Probability,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,number of spectra,p,p-corrected,parent mass,PCC-7806-A1,PCC-7806-N1,PCC-7806-U1,PCC7806-A2,PCC7806-A3,PCC7806-N2,PCC7806-N3,PCC7806-U2,PCC7806-U3,PI,precursor mass,precursorFormula,RTConsensus,RTMean,selected,shared name,SharedPeaks,significant,Smiles,SpectrumID,statistic,stats_significant,sum(precursor intensity),tags,Total peak area,UniqueFileSources
[M + H]+,N/A,,,,,,,,,,,,,,,,,,,,,spentmedia,"7806,19197,1910","N,U,A","2,1,3",spentmedia,,0,Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Hypoxanthines; Organic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Azoles; Purinones; Aminopyrimidines and derivatives; Diazines; 6-oxopurines; Imidazopyrimidines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,Imidazopyrimidines,0.9999998807907100,Purinones,0.9999148845672610,6-oxopurines,0.9982535243034360,Purines and purine derivatives,0.9999850988388060,Organoheterocyclic compounds,0.9999995231628420,442,-1,,,37.0,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,151868.44944444400,384177.29511111100,695.8904444444450,80242.79326111110,152865.83733333300,103.89448333333300,57580.294,0.0,0.0,271412.326435,121571.70948596500,17486.7516,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""442"",""main.cluster index_upperinput"":""442""}",This Node is a Singleton,376_testrun_sirius_442,,,,,,-0.470868392514207,0.658250652593695,0.461123383575527,0.506280503291736,3.68473344279345,1.12488882053111,2.66511732861638,-0.329746150621562,-0.264322151158307,-0.0523294899254982,-0.470868392514207,-0.470868392514207,-0.470868392514207,-0.470868392514207,-0.451054108096712,-0.470868392514207,-0.470868392514207,-0.470868392514207,,,C10H10N10O2,,,442,0.0,Feature Node,pteridine alkaloids,0.5843969583511350,Alkaloids,0.9510353207588200,Pseudoalkaloids,0.8765845894813540,11,0.5866104,1.0,303.1056,-0.470868392514207,-0.470868392514207,-0.470868392514207,-0.470868392514207,-0.470868392514207,-0.469047951372504,-0.470868392514207,-0.470868392514207,-0.470868392514207,,303.1056,C10H10N10O2,7.4363,7.4363,FALSE,442,,FALSE,,,1.0667888,,3464793.72035,,384977,N/A
[M + H]+,N/A,,,,,,,,,,,,,,,,,,,,,spentmedia,"7806,19197,1910","N,U,A","2,1,3",spentmedia,,0,"Organic compounds; Ketones; Aldehydes; 1,3-dicarbonyl compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities",Organooxygen compounds,1.0,"1,3-dicarbonyl compounds",0.6659061908721920,"1,3-dicarbonyl compounds",0.6659061908721920,Carbonyl compounds,0.9998601675033570,Organic oxygen compounds,1.0,290,-1,,,25.0,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,474181.6111111110,1432665.562222220,72443.99744444440,499316.48977777800,534474.8379333330,2863.379155555560,578322.4211000000,0.0,0.0,363953.52024000000,476201.98068070200,414899.7036,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""290"",""main.cluster index_upperinput"":""290""}",This Node is a Singleton,230_testrun_sirius_290,,,,,,-0.603575755296576,2.0607921536722,3.02971465477277,1.74681895415404,0.59545760449256,-0.0635877792671309,0.546270246174184,0.885936478627117,1.13247349566542,1.03298407188953,-0.596747695591945,-0.600023258895992,-0.577658645533659,-0.511342704406497,-0.467673435914695,-0.541391568983092,-0.613425479488197,-0.621758276852917,,,C6H10O2,,,290,0.0,Feature Node,Oxygenated hydrocarbons,0.971479594707489,Fatty acids,0.9888161420822140,Fatty acyls,0.9958480596542360,21,0.77162296,1.0,115.0755,-0.649883577201828,-0.645632803110035,-0.649883577201828,-0.649883577201828,-0.649883577201828,-0.643365859019338,-0.644962933876776,-0.649883577201828,-0.649883577201828,,115.0755,C6H10O2,2.5911,2.5911,FALSE,290,,FALSE,,,0.5185185,,1.35717564494E+07,,1507972,N/A
[M + H]+,N/A,,,,,,,,,,,,,,,,,,,,18.0,"control,spentmedia","control,7806,19197,1910,blank","blank,N,U,A","control,2,1,3,blank","blank,spentmedia",[M+H]+,0,Organic compounds; Benzene and substituted derivatives; Benzenoids; Hydrocarbons; Olefins; Cyclic olefins; Acetylenes; Unsaturated hydrocarbons; Aromatic hydrocarbons; Acetylides; Chemical entities,Benzene and substituted derivatives,0.7467973828315740,,,Benzene and substituted derivatives,0.7467973828315740,,,Benzenoids,0.94957035779953,575,-1,,,76.0,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,16277.635444444400,28506.039155555600,357.3503333333330,6126.673688888890,11526.322244444400,5067.241888888890,1787.02452,381555.33666666700,95388.83416666670,26492.5759,10714.936224561400,2257.96782,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""575"",""main.cluster index_upperinput"":""575""}",This Node is a Singleton,461_testrun_sirius_575,,,,,,-0.463740946677568,0.308671587389866,-0.227153246315326,-0.237005482697446,4.03969906069679,0.673133015858964,2.60333543172824,-0.00956747515654355,0.110830001780754,-0.349437151019118,-0.463740946677568,-0.463740946677568,-0.463740946677568,-0.215616996745634,-0.463740946677568,-0.463740946677568,-0.463740946677568,-0.463740946677568,,,C8H6,,,575,102.04717,Ion Identity Node,Cinnamic acids and derivatives,0.6592628359794620,Shikimates and Phenylpropanoids,0.6992003917694090,Phenylpropanoids (C6-C3),0.7330451607704160,15,,,103.0545,-0.463740946677568,0.0948376363462322,-0.463740946677568,-0.463740946677568,-0.463740946677568,-0.179410765371041,-0.119942363009791,-0.463740946677568,-0.463740946677568,,103.0545,C8H6,10.2428,10.2428,FALSE,575,,,,,,,1450041.6924,,33930,N/A
[M + H]+,N/A,,,,,,,,,,,,,,,,,,,,,"control,spentmedia","control,19197,blank","blank,N","control,1,blank","blank,spentmedia",,0,"Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Alpha amino acids; Amines; Organic disulfides; Alkanesulfonic acids and derivatives; Carboximidamides; Sulfenyl compounds; Alkanesulfonic acids; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Dialkyldisulfides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",Carboxylic acids and derivatives,0.999657154083252,Amino acids and derivatives,0.9989398121833800,N-acyl-alpha amino acids,0.8398795127868650,"Amino acids, peptides, and analogues",0.9990453124046330,Organic acids and derivatives,0.9999866485595700,807,6,,,20.0,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,1121.0611111111100,0.0,1121.0611111111100,0.0,0.0,0.0,0.0,423746.96,105936.74,1008.9550000000000,354.019298245614,0.0,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""807"",""main.cluster index_upperinput"":""807""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=36567cda770c411aa0815b3fa7203a3e&show=true,637_testrun_sirius_807,,,,,,-0.196116135138184,-0.196116135138184,-0.196116135138184,-0.196116135138184,-0.196116135138184,-0.196116135138184,-0.196116135138184,-0.196116135138184,-0.196116135138184,-0.196116135138184,-0.196116135138184,-0.196116135138184,-0.196116135138184,5.09901951359278,-0.196116135138184,-0.196116135138184,-0.196116135138184,-0.196116135138184,,,C15H35N5O7S2,,,807,0.0,Feature Node,Dipeptides,0.05041031539440160,Amino acids and Peptides,0.9865331649780270,Small peptides,0.9983983635902410,3,,,462.2042,-0.196116135138184,-0.196116135138184,-0.196116135138184,-0.196116135138184,-0.196116135138184,-0.196116135138184,-0.196116135138184,-0.196116135138184,-0.196116135138184,,462.2042,C15H35N5O7S2,18.0645,18.0645,FALSE,807,,,,,,,1281330.43,,1121,N/A
[M - H2O + H]+,N/A,,,,,,,,,,,,,,,,,,,,,"control,spentmedia","control,7806,19197,1910,blank","blank,N,U,A","control,2,1,3,blank","blank,spentmedia",,0,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Hydroxy fatty acids; Amino acids and derivatives; Monoalkylamines; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Alkanolamines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",Carboxylic acids and derivatives,0.9984868764877320,Amino acids and derivatives,0.9992088675498960,Alpha amino acids,0.9903168678283690,"Amino acids, peptides, and analogues",0.9992109537124630,Organic acids and derivatives,0.9998279809951780,586,-1,,,107.0,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,528514.7432488890,860075.7111111110,147916.63242666700,334956.73782222200,367668.0058,223147.14333333300,217278.835473,1.46436823333333E+07,3661094.6837658300,679879.682,388793.1081650880,210936.66088400000,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""586"",""main.cluster index_upperinput"":""586""}",This Node is a Singleton,471_testrun_sirius_586,,,,,,-0.796435969729198,1.86149255009702,0.793606942788165,0.592018355960815,3.04788315101362,0.348021369551672,1.33217907349511,0.514796328273932,1.12648730749015,0.234671391734304,-0.893737469522619,-0.894184754634846,-0.548609608835208,1.20600558499567,-0.315037176380057,-0.546897237120011,-0.895560331402623,-0.880997681985921,,,C6H15NO3,,,586,0.0,Feature Node,Aminoacids,0.8612357974052430,Amino acids and Peptides,0.9807644486427310,Small peptides,0.990877091884613,30,,,132.1019,-0.634572489979887,-0.0592993323859888,-0.805722339908641,-0.806070281306217,-0.85224474576899,-0.291139509452857,-0.270829772909589,-0.780553904980184,-0.785269449097632,,132.1019,C6H13NO2,10.4976,10.4976,FALSE,586,,,,,,,5.501199878357E+07,,1231139,N/A
[M + H3N + H]+,N/A,,,,,,,,,,,,,,,,,,,,,spentmedia,1910,"N,U,A","2,1,3",spentmedia,,0,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Piperazines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Tertiary carboxylic acid amides; Carbonyl compounds; Dialkylamines; Diazinanes; Amines; Secondary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",Carboxylic acids and derivatives,0.9951514005661010,Amino acids and derivatives,0.8361989855766300,Alpha amino acids and derivatives,0.6924557089805600,"Amino acids, peptides, and analogues",0.8355672359466550,Organic acids and derivatives,0.9988532066345220,722,32,,,,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,179635.1577222220,366712.2421555560,0.0,49278.762022222200,137798.32241111100,0.0,71.0317,0.0,0.0,329524.005,115803.86594386000,445.98124000000000,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""722"",""main.cluster index_upperinput"":""722""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=32&task=36567cda770c411aa0815b3fa7203a3e&show=true,562_testrun_sirius_722,,,,,,-0.313383170797889,-0.309909416240339,-0.313383170797889,-0.313383170797889,4.19800645427214,0.76680063393606,2.53830467138033,-0.308794265085298,-0.307142599097736,-0.309602063207372,-0.313383170797889,-0.313383170797889,-0.313383170797889,-0.313383170797889,-0.313383170797889,-0.313383170797889,-0.313383170797889,-0.313383170797889,,,C19H33N3O3,,,722,0.0,Feature Node,Quinolizidine alkaloids,0.6263601183891300,Terpenoids,0.44980326294899000,Lysine alkaloids,0.8980551362037660,7,0.8596063,1.0,369.2857,-0.313383170797889,-0.313383170797889,-0.313383170797889,-0.313383170797889,-0.313383170797889,-0.313383170797889,-0.313383170797889,-0.313383170797889,-0.313383170797889,,369.2857,C19H36N4O3,13.6591,13.6591,FALSE,722,,FALSE,,,0.3025615,,3300410.1794000000,,366712,N/A
[M + H]+,N/A,,,,,,,,,,,,,,,,,,,,,"control,spentmedia","control,7806,19197,1910","N,U,A","control,2,1,3",spentmedia,,0,Organic compounds; Organoheterocyclic compounds; Pyrazines; Pyrimidines and pyrimidine derivatives; Pteridines and derivatives; Pterins and derivatives; Organic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Aminopyrimidines and derivatives; Diazines; Amines; Primary amines; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,Pteridines and derivatives,0.9984176158905030,,,Pterins and derivatives,0.8628186583518980,Pterins and derivatives,0.8628186583518980,Organoheterocyclic compounds,0.9999669790267940,377,-1,,,,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,2470006.8666666700,3489818.8777777800,1749563.111111110,2293105.9644444400,2436089.882222220,1959820.7244444400,865686.592907,0.0,1792.9615925000000,3971940.84373,2273558.257655610,1642372.19,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""377"",""main.cluster index_upperinput"":""377""}",This Node is a Singleton,315_testrun_sirius_377,,,,,,-0.197016515040474,0.0450289289087497,0.583217337860316,-0.00315421847285822,3.15055896098479,0.717019917304764,2.29841295562437,0.257307468303931,0.552557238278319,0.451870838157103,-0.93506289414715,-0.94569928026587,-0.949190466500499,0.99607587438251,0.324861949404897,-0.453915881228325,-0.0814544872547805,-0.451462627307715,,,C6H5N5O,,,377,0.0,Feature Node,pteridine alkaloids,0.9393190741539000,Alkaloids,0.9989787340164190,Pseudoalkaloids,0.8332494497299190,29,1.3478677E-04,0.04650143411709000,164.0566,-1.08610964432375,0.149576361633957,-0.907768712299253,-1.11921098741137,-1.01991434646378,0.23284113981407,0.231530825737018,-1.00824004428696,-0.832659691392006,,164.0566,C6H5N5O,4.1846,4.1846,FALSE,377,,TRUE,,,17.823633,,6.479999626637E+07,,7199202,N/A
[M + H]+,N/A,,,,,,,,,,,,,,,,,,,,,spentmedia,"7806,19197,1910","N,U,A","2,1,3",spentmedia,,0,Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities,Organooxygen compounds,0.9999998807907100,Ketones,0.9881225228309630,Cyclohexenones,0.8519924879074100,Carbonyl compounds,0.9979986548423770,Organic oxygen compounds,1.0,159,-1,,,1.0,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,90177.38544444440,43971.13111111110,65687.57733333330,83448.322,80154.64133333330,144121.64033333300,41854.4066,0.0,0.0,116277.5572,80141.16277192980,70270.3501,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""159"",""main.cluster index_upperinput"":""159""}",This Node is a Singleton,115_testrun_sirius_159,,,,,,-0.368101564791213,-0.820903264167401,-0.4564176263303,-0.793137272249355,-0.524235623239254,-1.10285982822257,-0.586449443916182,-0.853560823397284,-0.771739305178222,-1.14486399726495,-0.128409301011797,-0.574406512663119,-0.205091258738294,2.20451107732417,-0.448536071855606,-0.880016819603218,-0.124461634809396,-0.61709828223125,,,C17H22O,,,159,0.0,Feature Node,Eudesmane sesquiterpenoids,0.17283523082733200,Terpenoids,0.9597936272621160,Diterpenoids,0.6765676140785220,27,0.011599537,1.0,243.1742,0.399708831607508,1.50355001729645,1.77953424115799,-0.531015648395738,-0.296125566173625,1.71148251207963,2.01263044643876,0.909514217702115,0.706498500632157,,243.1742,C17H22O,1.538,1.538,FALSE,159,,FALSE,,,8.91358,,2284023.1390000000,,253780,N/A
[M + H3N + H]+,N/A,,,,,,,,,,,,,,,,,,,,,spentmedia,"7806,19197,1910","N,U,A","2,1,3",spentmedia,,0,Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Dialkylamines; Amines; Secondary amines; Aralkylamines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities,Organonitrogen compounds,0.9999977350234990,Aralkylamines,0.8657254576683040,Aralkylamines,0.8657254576683040,Amines,0.9881280064582830,Organic nitrogen compounds,0.9999994039535520,726,-1,,,71.0,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,247862.89477777800,574651.4088888890,80710.42866666670,238087.55122222200,255502.36222222200,86090.97066666670,357281.2576,0.0,0.0,109837.5438,234142.99207017500,200188.726,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""726"",""main.cluster index_upperinput"":""726""}",This Node is a Singleton,566_testrun_sirius_726,,,,,,-0.4419855017563,2.9428238022713,2.74165647386633,2.10810694185417,-0.442697925403635,-0.538587138015386,-0.451979016999535,0.657119267171069,0.658804143324929,0.816249687984798,-0.458476786051967,-0.55094060079249,-0.265255340059586,-0.279363631931901,-0.426547794858612,-0.548906016292984,-0.506188065995849,-0.50814332122274,,,C8H12N2,,,726,0.0,Feature Node,Pyridine alkaloids,0.241229847073555,Alkaloids,0.9883941411972050,Nicotinic acid alkaloids,0.22478973865509000,27,0.7383399,1.0,154.1338,-0.494538788608423,-0.397552474190279,-0.577868686353496,-0.530676994729595,-0.520944305120034,-0.39663602126299,-0.430848575259794,-0.57834702521979,-0.57827630634721,,154.1338,C8H15N3,13.9797,13.9797,FALSE,726,,FALSE,,,0.6067019,,6673075.274,,741452,N/A
[M - H2O + H]+,N/A,,,,,,,,,,,,,,,,,,,,,spentmedia,"7806,19197,1910","N,U,A","2,1,3",spentmedia,,0,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Azoles; Purine nucleosides; Aminopyrimidines and derivatives; Diazines; Pentoses; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Glycosyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Amines; Tertiary amines; Tertiary alkylarylamines; Tetrahydrofurans; 6-aminopurines; 6-alkylaminopurines; Imidolactams; Dialkylarylamines; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",Purine nucleosides,0.99994957447052,,,Purine nucleosides,0.99994957447052,,,"Nucleosides, nucleotides, and analogues",0.997995138168335,236,58,,,,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,139910.45144444400,132453.141,42858.54788888890,143297.06344444400,145139.96844444400,253035.79444444400,138425.5575,0.0,0.0,95267.6258,135267.62631578900,151819.5517,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""236"",""main.cluster index_upperinput"":""236""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=58&task=36567cda770c411aa0815b3fa7203a3e&show=true,181_testrun_sirius_236,,,,,,-0.486624869752576,0.551615558092794,0.689982255294121,0.530664467445406,-0.0777220558742473,-0.474909340362204,-0.352199235229386,-0.451147223915797,-0.0683360833477183,-0.321425485859904,-1.11593138463041,-1.16256954370735,-1.1118765639931,-0.586472265457141,-0.88039742813387,-1.16369158881137,-0.812892789619452,-0.613724562464049,,,C12H19N5O5,,,236,0.0,Feature Node,Purine nucleos(t)ides,0.8894038200378420,Carbohydrates,0.9757763743400570,Nucleosides,0.9451358318328860,27,0.75947165,1.0,296.135,2.12967623950673,-0.684683488316187,1.60099084392639,1.62003642048352,2.11748540983951,-0.565134510817688,-0.467204289111725,0.802888845705805,1.3536026691099,,296.135,C12H17N5O4,1.9929,1.9929,FALSE,236,,FALSE,,,0.55026454,,3855127.3500000000,,428347,N/A
[M + H]+,N/A,,,,,,,,,,,,,,,,,,,,,"control,spentmedia","control,7806,19197,1910","N,U,A","control,2,1,3",spentmedia,,0,Organic compounds; Organoheterocyclic compounds; Pyrazines; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Diazines; Aromatic alcohols; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,Diazines,0.8276376128196720,,,Pyrazines,0.8883935213088990,Pyrazines,0.8883935213088990,Organoheterocyclic compounds,0.9914247989654540,268,-1,,,79.0,,N/A,,0.0,0.0,0.0,0.0,0.0,0.0,1228978.946788890,639283.9104,1791254.5394222200,1167560.3351444400,625964.9301666670,591965.7622777780,11861.8872,0.0,10047.0719,2696488.29139,955180.0720245620,15922.441060000000,,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=36567cda770c411aa0815b3fa7203a3e&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""268"",""main.cluster index_upperinput"":""268""}",This Node is a Singleton,210_testrun_sirius_268,,,,,,-0.42456796971134,-0.416203786340714,-0.419300427116097,-0.426529946859075,0.700440818162477,0.236432417514817,-0.0245482363144074,-0.432041353654859,-0.432483870997791,-0.433188181944789,-0.43437491209858,-0.433110432098492,-0.430740958324614,4.35304219881286,1.99076181856291,0.473226129045617,-0.430656353821112,-0.430500447791062,,,C8H12N2O2,,,268,0.0,Feature Node,Pyrazine and Piperazine alkaloids,0.7863890528678890,Alkaloids,0.9152544140815740,Peptide alkaloids,0.7380194067955020,30,1.6135197E-04,0.05566642990743280,169.097,-0.427785998233329,0.0439470899954973,-0.431728506266521,-0.425281592286392,-0.43337645559558,0.030487602909724,-0.090438136721795,-0.421824370225075,-0.429656138602283,,169.097,C8H12N2O2,2.2901,2.2901,FALSE,268,,FALSE,,,17.463844,,2.72427261965E+07,,3022504,N/A
